! ------------------------------------------------------------- !
! Met Data from Falling Creek Reservoir                         !
! Test ELCOM                                                    !
! 2015 - Mar 2024                                               !
7 data sets
0 seconds between data
0	0	0	0	0	0	0	0
! ------       -------     -------- ------ ------
TIME	AIR_TEMP	WIND_SPEED	WIND_DIR	SOLAR_RAD	LW_RAD_IN	REL_HUM	RAIN
2015009.6667	8.27	1.79	215.59	194.92	340.82	0.8812	0
2015009.7083	7.6	0.92	264.3	103.19	359.79	0.8983	0
2015009.7500	7.17	0.92	292.89	95.98	364.77	0.9608	0.006
2015009.7917	8.58	1.55	217.14	41.92	363.72	0.9956	0.02448
2015009.8333	7.57	1.35	210.01	10.63	365.47	0.996	0.006
2015009.8750	5.97	1.39	236.34	11.99	358.36	0.9962	0.04272
2015009.9167	5.53	1.73	258.93	1.23	353.42	0.9963	0.006
2015009.9583	8.57	1.52	122.42	0.88	354.94	0.9964	0.01824
2015010.0000	9.98	2.11	88.24	0.15	364.72	0.9932	0
2015010.0417	8.9	2.35	132.33	0.1	362.63	0.9004	0.006
2015010.0833	7.65	3.24	117.07	0.43	352.84	0.7429	0
2015010.1250	5.65	4.07	158.48	0.01	311.23	0.4418	0
2015010.1667	4.15	4.21	99.3	0	307.46	0.4426	0
2015010.2083	2.93	2.33	121.35	0	296.08	0.4291	0
2015010.2500	1.81	2.76	146.12	0	291.3	0.5199	0
2015010.2917	1.22	2.8	114.72	0	287.99	0.5203	0
2015010.3333	0.61	2.98	145.73	0	285.11	0.4812	0
2015010.3750	-0.1	4.28	147.71	0	273.02	0.4545	0
2015010.4167	-1.12	4.31	95.32	0	242.77	0.464	0
2015010.4583	-1.6	3.38	104.51	0	240.73	0.4282	0
2015010.5000	-2	2.63	124.53	1	224.08	0.3952	0
2015010.5417	-2.13	3.31	110.39	20.38	221.2	0.3683	0
2015010.5833	-1.42	3.22	119.87	151.38	223.54	0.3303	0
2015010.6250	-0.6	3.35	143.53	456.07	234.49	0.3237	0
2015010.6667	0.03	3.47	162.83	553.8	240.55	0.3378	0
2015010.7083	0.99	2.84	223	588.26	244.92	0.3365	0
2015010.7500	2	2.63	169.84	559.19	247.22	0.3245	0
2015010.7917	2.23	2.51	167.16	470.93	245.17	0.3202	0
2015010.8333	1.95	2.69	142.97	230.48	245.49	0.3221	0
2015010.8750	1.65	1.8	166.35	52.44	260.31	0.3574	0
2015010.9167	0.71	1.64	161.08	2.74	240.57	0.3999	0
2015010.9583	0.04	1.93	129.57	0	233.54	0.4218	0
2015011.0000	-0.31	2.16	130.9	0	228.34	0.3942	0
2015011.0417	-0.42	2.4	140.15	0	224.19	0.3452	0
2015011.0833	-0.88	2	161.46	0	222.87	0.3606	0
2015011.1250	-1.43	1.52	144.94	0	222.1	0.3801	0
2015011.1667	-2.05	1.55	140.64	0	220.56	0.4139	0
2015011.2083	-2.79	2.18	111.76	0	217.61	0.4393	0
2015011.2500	-3.59	2.31	121.68	0	213.88	0.4307	0
2015011.2917	-4.3	2.58	105.64	0	210.9	0.4207	0
2015011.3333	-5.02	3.39	126.48	0	209.1	0.4708	0
2015011.3750	-5.8	2.64	108.55	0	207.54	0.4838	0
2015011.4167	-6.28	2.12	87.87	0	205.93	0.4932	0
2015011.4583	-6.39	2.56	91.62	0	204.14	0.5296	0
2015011.5000	-6.74	1.21	146.22	1.22	205.32	0.5203	0
2015011.5417	-6.92	1.51	90.8	21.28	205.1	0.5784	0
2015011.5833	-5.8	2.07	131.72	151.92	208.06	0.4889	0
2015011.6250	-4.74	2.27	198.89	459.84	220.51	0.4406	0
2015011.6667	-3.71	2.27	199.44	557.76	229.17	0.384	0
2015011.7083	-2.5	2.51	239.41	597.19	234.34	0.3511	0
2015011.7500	-1.24	2.7	206.96	567.52	237.15	0.3093	0
2015011.7917	0.16	1.67	219.13	472.83	237.74	0.2733	0
