! --------------------------------------------------------------- !
!  ELCOM Temporal Boundary Condition file
!  Generated by ARMS
! !
! File was created from the following resources on 2015-06-24 06:07:10
! HEADER               BC     ARMS Address
! INFLOW               1     FCR Weir Inflow 1 Drain
! WTR_TEMP			   2     FCR Weir Inflow Temp 1 Drain
! SALINITY			   3     FCR Weir Inflow Salinity 1 Drain
! --------------------------------------------------------------- !
3 data sets
0 seconds between data
0         1        1            1
TIME	INFLOW	WTR_TEMP	SALINITY
2019270.6667	0.0057	17.83375	0
2019270.7083	0.0056	18.2825	0
2019270.7500	0.0054	18.6271428571429	0
2019270.7917	0.0051	18.81125	0
2019270.8333	0.0049	19.01125	0
2019270.8750	0.0049	18.99125	0
2019270.9167	0.005	18.875	0
2019270.9583	0.0051	18.72	0
2019271.0000	0.0051	18.535	0
2019271.0417	0.0051	18.3925	0
2019271.0833	0.0051	18.2925	0
2019271.1250	0.0052	18.2175	0
2019271.1667	0.0052	18.20125	0
2019271.2083	0.0052	18.25	0
2019271.2500	0.0053	18.32	0
2019271.2917	0.0053	18.3275	0
2019271.3333	0.0054	18.32125	0
2019271.3750	0.0054	18.3025	0
2019271.4167	0.0055	18.26375	0
2019271.4583	0.0055	18.24	0
2019271.5000	0.0056	18.25375	0
2019271.5417	0.0056	18.31	0
2019271.5833	0.0058	18.465	0
2019271.6250	0.0059	18.73375	0
2019271.6667	0.0059	19.15625	0
2019271.7083	0.0058	19.6825	0
2019271.7500	0.0057	19.745	0
2019271.7917	0.0057	19.72875	0
2019271.8333	0.0059	19.805	0
2019271.8750	0.0058	19.7125	0
2019271.9167	0.0056	19.69	0
2019271.9583	0.0055	19.5775	0
2019272.0000	0.0055	19.45375	0
2019272.0417	0.0054	19.33125	0
2019272.0833	0.0055	19.235	0
2019272.1250	0.0056	19.13625	0
2019272.1667	0.0056	19.08625	0
2019272.2083	0.0056	19.06125	0
2019272.2500	0.0056	19.1375	0
2019272.2917	0.0056	19.16125	0
2019272.3333	0.0056	19.19125	0
2019272.3750	0.0057	19.20875	0
2019272.4167	0.0057	19.19625	0
2019272.4583	0.0057	19.145	0
2019272.5000	0.0057	19.14125	0
2019272.5417	0.0056	19.235	0
2019272.5833	0.006	19.40875	0
2019272.6250	0.006	19.63625	0
2019272.6667	0.0059	19.98125	0
2019272.7083	0.0059	20.39125	0
2019272.7500	0.0055	20.57625	0
2019272.7917	0.0054	20.81375	0
2019272.8333	0.0052	20.9075	0
2019272.8750	0.0051	20.8825	0
2019272.9167	0.0052	20.73	0
2019272.9583	0.0052	20.5125	0
2019273.0000	0.0051	20.34375	0
2019273.0417	0.005	20.24125	0
2019273.0833	0.0049	20.1225	0
2019273.1250	0.005	20.02125	0
2019273.1667	0.005	19.91375	0
2019273.2083	0.0051	19.80125	0
2019273.2500	0.0051	19.72	0
2019273.2917	0.0052	19.7	0
2019273.3333	0.0052	19.69125	0
2019273.3750	0.0052	19.65625	0
2019273.4167	0.0053	19.6175	0
2019273.4583	0.0054	19.58375	0
2019273.5000	0.0054	19.585	0
2019273.5417	0.0054	19.64125	0
2019273.5833	0.0055	19.69625	0
2019273.6250	0.0056	19.80625	0
2019273.6667	0.0056	20.03125	0
2019273.7083	0.0056	20.2875	0
2019273.7500	0.0055	20.51375	0
2019273.7917	0.0053	20.60125	0
2019273.8333	0.0053	20.48875	0
2019273.8750	0.0053	20.41375	0
2019273.9167	0.0054	20.31	0
2019273.9583	0.0058	20.1375	0
2019274.0000	0.0056	19.95625	0
2019274.0417	0.0054	19.8075	0
2019274.0833	0.0054	19.695	0
2019274.1250	0.0055	19.57875	0
2019274.1667	0.0055	19.525	0
2019274.2083	0.0055	19.5075	0
2019274.2500	0.0055	19.47375	0
2019274.2917	0.0056	19.42625	0
2019274.3333	0.0055	19.35625	0
2019274.3750	0.0057	19.2375	0
2019274.4167	0.0057	19.0825	0
2019274.4583	0.0056	18.9525	0
2019274.5000	0.0056	18.91125	0
2019274.5417	0.0057	19	0
2019274.5833	0.0057	19.20125	0
2019274.6250	0.0059	19.4525	0
2019274.6667	0.0059	19.835	0
2019274.7083	0.0059	20.10125	0
2019274.7500	0.0057	20.4375	0
2019274.7917	0.0053	20.81	0
2019274.8333	0.0051	20.93375	0
2019274.8750	0.0051	20.9575	0
2019274.9167	0.0052	20.82625	0
2019274.9583	0.0052	20.65625	0
2019275.0000	0.0052	20.5175	0
2019275.0417	0.0052	20.39375	0
2019275.0833	0.0052	20.2675	0
2019275.1250	0.0052	20.15	0
2019275.1667	0.0052	20.04875	0
2019275.2083	0.0053	19.9525	0
2019275.2500	0.0053	19.8475	0
2019275.2917	0.0054	19.8025	0
2019275.3333	0.0053	19.82875	0
2019275.3750	0.0053	19.81375	0
2019275.4167	0.0053	19.765	0
2019275.4583	0.0053	19.71	0
2019275.5000	0.0054	19.7025	0
2019275.5417	0.0054	19.775	0
2019275.5833	0.0055	19.92875	0
2019275.6250	0.0057	20.18	0
2019275.6667	0.0056	20.55	0
2019275.7083	0.0055	20.99625	0
2019275.7500	0.0053	21.09	0
2019275.7917	0.005	21.4225	0
2019275.8333	0.0047	21.54125	0
2019275.8750	0.0047	21.47	0
2019275.9167	0.0049	21.245	0
2019275.9583	0.0049	20.99625	0
2019276.0000	0.005	20.76125	0
2019276.0417	0.0049	20.525	0
2019276.0833	0.005	20.3425	0
2019276.1250	0.0049	20.175	0
2019276.1667	0.0049	19.9875	0
2019276.2083	0.0051	19.7925	0
2019276.2500	0.005	19.66625	0
2019276.2917	0.005	19.58875	0
2019276.3333	0.0051	19.50875	0
2019276.3750	0.0051	19.4175	0
2019276.4167	0.0051	19.37125	0
2019276.4583	0.0051	19.2825	0
2019276.5000	0.0052	19.2225	0
2019276.5417	0.0052	19.29125	0
2019276.5833	0.0054	19.505	0
2019276.6250	0.0056	19.85125	0
2019276.6667	0.0056	20.305	0
2019276.7083	0.0055	20.8425	0
2019276.7500	0.005	21.2825	0
2019276.7917	0.0047	21.61625	0
2019276.8333	0.0045	21.64	0
2019276.8750	0.0046	21.49375	0
2019276.9167	0.0048	21.24375	0
2019276.9583	0.0048	20.97125	0
2019277.0000	0.0048	20.65	0
2019277.0417	0.0048	20.34875	0
2019277.0833	0.0049	20.1	0
2019277.1250	0.0048	19.92875	0
2019277.1667	0.0049	19.8	0
2019277.2083	0.0049	19.6525	0
2019277.2500	0.0049	19.4875	0
2019277.2917	0.0049	19.4225	0
2019277.3333	0.0049	19.445	0
2019277.3750	0.0049	19.475	0
2019277.4167	0.0048	19.48375	0
2019277.4583	0.0048	19.49125	0
2019277.5000	0.0048	19.51125	0
2019277.5417	0.0049	19.525	0
2019277.5833	0.0052	19.595	0
2019277.6250	0.0053	19.6675	0
2019277.6667	0.0052	19.85	0
2019277.7083	0.005	20.18	0
2019277.7500	0.0047	20.3475	0
2019277.7917	0.0044	20.52125	0
2019277.8333	0.0044	20.545	0
2019277.8750	0.0044	20.35	0
2019277.9167	0.0044	19.9	0
2019277.9583	0.0045	19.44125	0
2019278.0000	0.0044	19.28	0
2019278.0417	0.0045	18.965	0
2019278.0833	0.0045	18.49625	0
2019278.1250	0.0045	18.1325	0
2019278.1667	0.0046	17.8375	0
2019278.2083	0.0046	17.5775	0
2019278.2500	0.0047	17.2	0
2019278.2917	0.0047	16.775	0
2019278.3333	0.0048	16.39875	0
2019278.3750	0.0049	16.01875	0
2019278.4167	0.0049	15.62125	0
2019278.4583	0.0049	15.20375	0
2019278.5000	0.005	14.81625	0
2019278.5417	0.005	14.505	0
2019278.5833	0.005	14.3325	0
2019278.6250	0.005	14.29625	0
2019278.6667	0.005	14.3025	0
2019278.7083	0.005	14.3275	0
2019278.7500	0.0051	14.4	0
2019278.7917	0.0051	14.50875	0
2019278.8333	0.005	14.54125	0
2019278.8750	0.0051	14.57	0
2019278.9167	0.005	14.53625	0
2019278.9583	0.0051	14.45375	0
2019279.0000	0.0051	14.41125	0
2019279.0417	0.0051	14.3675	0
2019279.0833	0.0052	14.335	0
2019279.1250	0.0052	14.30125	0
2019279.1667	0.0053	14.275	0
2019279.2083	0.0053	14.23125	0
2019279.2500	0.0054	14.16125	0
2019279.2917	0.0075	13.9725	0
2019279.3333	0.0128	14.0575	0
2019279.3750	0.0098	14.1725	0
2019279.4167	0.0076	14.195	0
2019279.4583	0.0067	14.225	0
2019279.5000	0.0063	14.305	0
2019279.5417	0.0061	14.45625	0
2019279.5833	0.0061	14.64125	0
2019279.6250	0.006	14.81375	0
2019279.6667	0.0059	14.99125	0
2019279.7083	0.0059	15.22125	0
2019279.7500	0.006	15.3675	0
2019279.7917	0.0062	15.51125	0
2019279.8333	0.0064	15.7475	0
2019279.8750	0.0061	15.83125	0
2019279.9167	0.0059	15.87125	0
2019279.9583	0.0059	15.88875	0
2019280.0000	0.0058	15.9175	0
2019280.0417	0.0058	15.93875	0
2019280.0833	0.0058	15.96	0
2019280.1250	0.0057	15.99625	0
2019280.1667	0.0058	15.99875	0
2019280.2083	0.0058	15.96125	0
2019280.2500	0.0057	15.95625	0
2019280.2917	0.0058	15.99	0
2019280.3333	0.0057	16.0075	0
2019280.3750	0.0058	16.04125	0
2019280.4167	0.0058	16.03875	0
2019280.4583	0.0058	16.045	0
2019280.5000	0.0058	16.13875	0
2019280.5417	0.0058	16.31375	0
2019280.5833	0.0058	16.4575	0
2019280.6250	0.0058	16.58375	0
2019280.6667	0.0058	16.7225	0
2019280.7083	0.0057	16.8425	0
2019280.7500	0.0058	17.14	0
2019280.7917	0.0057	17.35	0
2019280.8333	0.0056	17.49125	0
2019280.8750	0.0056	17.515	0
2019280.9167	0.0056	17.46625	0
2019280.9583	0.0056	17.32375	0
2019281.0000	0.0056	17.2225	0
2019281.0417	0.0056	17.135	0
2019281.0833	0.0055	17.12375	0
2019281.1250	0.0056	17.0975	0
2019281.1667	0.0056	17.0625	0
2019281.2083	0.0056	16.98625	0
2019281.2500	0.0057	16.7975	0
2019281.2917	0.0057	16.55875	0
2019281.3333	0.0058	16.2425	0
2019281.3750	0.0058	16.015	0
2019281.4167	0.0058	15.76	0
2019281.4583	0.0058	15.5275	0
2019281.5000	0.0058	15.32625	0
2019281.5417	0.0058	15.1475	0
2019281.5833	0.0058	14.9925	0
2019281.6250	0.0057	14.885	0
2019281.6667	0.0057	14.835	0
2019281.7083	0.0058	14.7325	0
2019281.7500	0.007	14.53875	0
2019281.7917	0.0103	14.5525	0
2019281.8333	0.0121	14.54875	0
2019281.8750	0.0103	14.50875	0
2019281.9167	0.009	14.47125	0
2019281.9583	0.008	14.37	0
2019282.0000	0.0074	14.2725	0
2019282.0417	0.007	14.2075	0
2019282.0833	0.0067	14.12625	0
2019282.1250	0.0066	14.0425	0
2019282.1667	0.0066	13.9725	0
2019282.2083	0.0064	13.88625	0
2019282.2500	0.0063	13.81875	0
2019282.2917	0.0064	13.7725	0
2019282.3333	0.0063	13.6825	0
2019282.3750	0.0063	13.61125	0
2019282.4167	0.0063	13.535	0
2019282.4583	0.0063	13.4725	0
2019282.5000	0.0062	13.4275	0
2019282.5417	0.0063	13.4675	0
2019282.5833	0.0062	13.5775	0
2019282.6250	0.0062	13.8275	0
2019282.6667	0.0062	14.2175	0
2019282.7083	0.0061	14.66625	0
2019282.7500	0.0059	15.0975	0
2019282.7917	0.0057	15.40625	0
2019282.8333	0.0056	15.515	0
2019282.8750	0.0057	15.51125	0
2019282.9167	0.0057	15.34	0
2019282.9583	0.0057	15.08875	0
2019283.0000	0.0058	14.83125	0
2019283.0417	0.0058	14.6625	0
2019283.0833	0.0056	14.635	0
2019283.1250	0.0057	14.62375	0
2019283.1667	0.0058	14.57125	0
2019283.2083	0.0058	14.55	0
2019283.2500	0.0058	14.50875	0
2019283.2917	0.0058	14.39625	0
2019283.3333	0.0058	14.29375	0
2019283.3750	0.0058	14.215	0
2019283.4167	0.0058	14.1075	0
2019283.4583	0.0058	13.9575	0
2019283.5000	0.0059	13.94125	0
2019283.5417	0.0059	14.02	0
2019283.5833	0.0059	14.1425	0
2019283.6250	0.0059	14.28375	0
2019283.6667	0.006	14.62125	0
2019283.7083	0.0059	15.08875	0
2019283.7500	0.0057	15.51375	0
2019283.7917	0.0055	15.76125	0
2019283.8333	0.0053	15.80375	0
2019283.8750	0.0054	15.66875	0
2019283.9167	0.0055	15.5075	0
2019283.9583	0.0055	15.2475	0
2019284.0000	0.0055	15.00125	0
2019284.0417	0.0056	14.76	0
2019284.0833	0.0056	14.565	0
2019284.1250	0.0057	14.41125	0
2019284.1667	0.0056	14.23875	0
2019284.2083	0.0057	14.04	0
2019284.2500	0.0057	13.84875	0
2019284.2917	0.0058	13.68	0
2019284.3333	0.0058	13.54375	0
2019284.3750	0.0058	13.4175	0
2019284.4167	0.0058	13.305	0
2019284.4583	0.0058	13.2025	0
2019284.5000	0.0058	13.18125	0
2019284.5417	0.0058	13.3825	0
2019284.5833	0.0058	13.705	0
2019284.6250	0.0059	14.09875	0
2019284.6667	0.006	14.55625	0
2019284.7083	0.0061	15.0142857142857	0
2019284.7500	0.0057	15.375	0
2019284.7917	0.0055	15.73875	0
2019284.8333	0.0054	15.895	0
2019284.8750	0.0054	15.875	0
2019284.9167	0.0055	15.7375	0
2019284.9583	0.0055	15.54875	0
2019285.0000	0.0055	15.36625	0
2019285.0417	0.0055	15.2025	0
2019285.0833	0.0055	15.16	0
2019285.1250	0.0055	15.105	0
2019285.1667	0.0055	15.04125	0
2019285.2083	0.0055	14.87875	0
2019285.2500	0.0055	14.645	0
2019285.2917	0.0055	14.3875	0
2019285.3333	0.0055	14.185	0
2019285.3750	0.0056	13.99125	0
2019285.4167	0.0055	13.88875	0
2019285.4583	0.0056	13.83375	0
2019285.5000	0.0055	13.80625	0
2019285.5417	0.0055	13.92625	0
2019285.5833	0.0055	14.2375	0
2019285.6250	0.0056	14.4625	0
2019285.6667	0.0055	14.66625	0
2019285.7083	0.0054	15.2325	0
2019285.7500	0.0053	15.6875	0
2019285.7917	0.0054	15.88125	0
2019285.8333	0.0055	15.8675	0
2019285.8750	0.0055	15.75625	0
2019285.9167	0.0053	15.6275	0
2019285.9583	0.0054	15.39375	0
2019286.0000	0.0055	15.15	0
2019286.0417	0.0054	14.92875	0
2019286.0833	0.0055	14.71375	0
2019286.1250	0.0057	14.4925	0
2019286.1667	0.0055	14.25	0
2019286.2083	0.0055	13.985	0
2019286.2500	0.0054	13.785	0
2019286.2917	0.0055	13.63125	0
2019286.3333	0.0055	13.45625	0
2019286.3750	0.0055	13.2825	0
2019286.4167	0.0055	13.0575	0
2019286.4583	0.0055	12.775	0
2019286.5000	0.0055	12.6275	0
2019286.5417	0.0054	12.76	0
2019286.5833	0.0054	13.0575	0
2019286.6250	0.0055	13.335	0
2019286.6667	0.0054	13.6725	0
2019286.7083	0.0054	13.81625	0
2019286.7500	0.0054	13.9675	0
2019286.7917	0.0054	14.03375	0
2019286.8333	0.0053	14.03625	0
2019286.8750	0.0054	14.05125	0
2019286.9167	0.0054	13.98125	0
2019286.9583	0.0054	13.80375	0
2019287.0000	0.0054	13.625	0
2019287.0417	0.0054	13.5	0
2019287.0833	0.0055	13.43375	0
2019287.1250	0.0055	13.39	0
2019287.1667	0.0055	13.23	0
2019287.2083	0.0056	13.07625	0
2019287.2500	0.0056	13.0675	0
2019287.2917	0.0056	13.155	0
2019287.3333	0.0057	13.15125	0
2019287.3750	0.0057	13.05375	0
2019287.4167	0.0058	12.78125	0
2019287.4583	0.0058	12.565	0
2019287.5000	0.0057	12.49625	0
2019287.5417	0.0056	12.495	0
2019287.5833	0.0058	12.58875	0
2019287.6250	0.0057	12.7425	0
2019287.6667	0.0056	13.09	0
2019287.7083	0.0055	13.58125	0
2019287.7500	0.0053	14.005	0
2019287.7917	0.0051	14.305	0
2019287.8333	0.0049	14.4425	0
2019287.8750	0.0051	14.365	0
2019287.9167	0.0051	14.09625	0
2019287.9583	0.0052	13.75125	0
2019288.0000	0.0052	13.3475	0
2019288.0417	0.0053	13.0225	0
2019288.0833	0.0053	12.75875	0
2019288.1250	0.0053	12.58	0
2019288.1667	0.0053	12.40625	0
2019288.2083	0.0054	12.23625	0
2019288.2500	0.0053	12.07	0
2019288.2917	0.0053	11.97	0
2019288.3333	0.0053	11.80375	0
2019288.3750	0.0053	11.635	0
2019288.4167	0.0053	11.44125	0
2019288.4583	0.0053	11.2275	0
2019288.5000	0.0053	11.0975	0
2019288.5417	0.0052	11.26875	0
2019288.5833	0.0053	11.6725	0
2019288.6250	0.0053	12.07	0
2019288.6667	0.0053	12.50625	0
2019288.7083	0.0052	13.00875	0
2019288.7500	0.005	13.44125	0
2019288.7917	0.0049	13.72	0
2019288.8333	0.0049	13.82	0
2019288.8750	0.0049	13.8325	0
2019288.9167	0.0049	13.7175	0
2019288.9583	0.0049	13.5025	0
2019289.0000	0.0049	13.2925	0
2019289.0417	0.0049	13.11	0
2019289.0833	0.005	12.9325	0
2019289.1250	0.005	12.81	0
2019289.1667	0.005	12.71875	0
2019289.2083	0.0051	12.675	0
2019289.2500	0.0051	12.685	0
2019289.2917	0.0051	12.70125	0
2019289.3333	0.0052	12.72125	0
2019289.3750	0.0053	12.71	0
2019289.4167	0.0058	12.64	0
2019289.4583	0.0072	12.48875	0
2019289.5000	0.0092	12.37125	0
2019289.5417	0.0128	12.22875	0
2019289.5833	0.0222	12.13875	0
2019289.6250	0.0302	12.33375	0
2019289.6667	0.0188	12.70375	0
2019289.7083	0.013	12.845	0
2019289.7500	0.0103	12.97875	0
2019289.7917	0.0094	13.025	0
2019289.8333	0.0093	12.79875	0
2019289.8750	0.009	12.3475	0
2019289.9167	0.0086	12.06125	0
2019289.9583	0.0086	11.735	0
2019290.0000	0.0083	11.41375	0
2019290.0417	0.0084	11.08	0
2019290.0833	0.0082	10.72875	0
2019290.1250	0.0084	10.47375	0
2019290.1667	0.0084	10.34	0
2019290.2083	0.0086	10.12	0
2019290.2500	0.0085	9.88625	0
2019290.2917	0.0094	9.6775	0
2019290.3333	0.006	9.5175	0
2019290.3750	0.0059	9.515	0
2019290.4167	0.006	9.53625	0
2019290.4583	0.006	9.4475	0
2019290.5000	0.006	9.405	0
2019290.5417	0.006	9.405	0
2019290.5833	0.0059	9.415	0
2019290.6250	0.0059	9.53	0
2019290.6667	0.0059	9.6475	0
2019290.7083	0.0059	9.98125	0
2019290.7500	0.0057	10.41125	0
2019290.7917	0.0057	10.75125	0
2019290.8333	0.0056	10.77125	0
2019290.8750	0.0057	10.6925	0
2019290.9167	0.0058	10.5375	0
2019290.9583	0.0057	10.41625	0
2019291.0000	0.0058	10.3275	0
2019291.0417	0.0056	10.2275	0
2019291.0833	0.0057	10.08	0
2019291.1250	0.0057	9.97875	0
2019291.1667	0.0057	9.87625	0
2019291.2083	0.0057	9.73	0
2019291.2500	0.0058	9.57375	0
2019291.2917	0.0058	9.51125	0
2019291.3333	0.0057	9.465	0
2019291.3750	0.0058	9.40375	0
2019291.4167	0.0058	9.35	0
2019291.4583	0.0057	9.2725	0
2019291.5000	0.0057	9.23	0
2019291.5417	0.0057	9.27125	0
2019291.5833	0.0058	9.34	0
2019291.6250	0.0058	9.54125	0
2019291.6667	0.0058	9.88375	0
2019291.7083	0.0057	10.32375	0
2019291.7500	0.0056	10.7425	0
2019291.7917	0.0054	11.07875	0
2019291.8333	0.0054	11.2725	0
2019291.8750	0.0055	11.2325	0
2019291.9167	0.0055	11.065	0
2019291.9583	0.0057	10.785	0
2019292.0000	0.0057	10.48	0
2019292.0417	0.0057	10.1825	0
2019292.0833	0.0057	9.92625	0
2019292.1250	0.0057	9.7	0
2019292.1667	0.0057	9.5125	0
2019292.2083	0.0057	9.35375	0
2019292.2500	0.0057	9.2075	0
2019292.2917	0.0057	9.06125	0
2019292.3333	0.0057	8.95875	0
2019292.3750	0.0057	8.8375	0
2019292.4167	0.0057	8.75	0
2019292.4583	0.0057	8.64625	0
2019292.5000	0.0057	8.5425	0
2019292.5417	0.0056	8.6825	0
2019292.5833	0.0056	9.06875	0
2019292.6250	0.0056	9.4725	0
2019292.6667	0.0056	9.8975	0
2019292.7083	0.0056	10.28125	0
2019292.7500	0.0056	10.57625	0
2019292.7917	0.0056	10.85125	0
2019292.8333	0.0056	10.96875	0
2019292.8750	0.0056	10.99875	0
2019292.9167	0.0056	10.96625	0
2019292.9583	0.0056	10.895	0
2019293.0000	0.0056	10.81375	0
2019293.0417	0.0056	10.72375	0
2019293.0833	0.0056	10.735	0
2019293.1250	0.0059	10.71625	0
2019293.1667	0.0065	10.7125	0
2019293.2083	0.008	10.66125	0
2019293.2500	0.0101	10.62	0
2019293.2917	0.0156	10.5425	0
2019293.3333	0.0295	10.515	0
2019293.3750	0.0502	10.62625	0
2019293.4167	0.0532	10.83125	0
2019293.4583	0.0378	10.88875	0
2019293.5000	0.0391	10.9925	0
2019293.5417	0.0372	11.29	0
2019293.5833	0.0243	11.4925	0
2019293.6250	0.0186	11.63125	0
2019293.6667	0.0161	11.89125	0
2019293.7083	0.014	12.05875	0
2019293.7500	0.0126	12.19625	0
2019293.7917	0.0116	12.465	0
2019293.8333	0.0107	12.7375	0
2019293.8750	0.0099	12.79	0
2019293.9167	0.0095	12.755	0
2019293.9583	0.0092	12.7075	0
2019294.0000	0.0088	12.70625	0
2019294.0417	0.0086	12.715	0
2019294.0833	0.0084	12.72625	0
2019294.1250	0.0083	12.73375	0
2019294.1667	0.0081	12.7075	0
2019294.2083	0.0081	12.6075	0
2019294.2500	0.0079	12.50125	0
2019294.2917	0.0078	12.455	0
2019294.3333	0.0077	12.4175	0
2019294.3750	0.0076	12.3575	0
2019294.4167	0.0076	12.35125	0
2019294.4583	0.0075	12.35	0
2019294.5000	0.0074	12.355	0
2019294.5417	0.0073	12.35125	0
2019294.5833	0.0072	12.505	0
2019294.6250	0.0072	12.72875	0
2019294.6667	0.0072	12.945	0
2019294.7083	0.0071	13.13125	0
2019294.7500	0.0071	13.33375	0
2019294.7917	0.007	13.45375	0
2019294.8333	0.007	13.42375	0
2019294.8750	0.0069	13.39	0
2019294.9167	0.0069	13.35625	0
2019294.9583	0.0069	13.315	0
2019295.0000	0.0068	13.31625	0
2019295.0417	0.0068	13.35125	0
2019295.0833	0.0068	13.3525	0
2019295.1250	0.0067	13.36125	0
2019295.1667	0.0068	13.36	0
2019295.2083	0.0068	13.35125	0
2019295.2500	0.0068	13.2975	0
2019295.2917	0.0068	13.2625	0
2019295.3333	0.0068	13.2075	0
2019295.3750	0.0072	13.18375	0
2019295.4167	0.0078	13.18	0
2019295.4583	0.0083	13.2075	0
2019295.5000	0.0085	13.21	0
2019295.5417	0.0092	13.23625	0
2019295.5833	0.0098	13.31125	0
2019295.6250	0.01	13.45375	0
2019295.6667	0.0099	13.5725	0
2019295.7083	0.0134	13.80875	0
2019295.7500	0.0315	13.86375	0
2019295.7917	0.026	13.925	0
2019295.8333	0.0191	14.0025	0
2019295.8750	0.0158	13.9025	0
2019295.9167	0.0138	13.77	0
2019295.9583	0.0124	13.5225	0
2019296.0000	0.0116	13.24625	0
2019296.0417	0.0108	12.9625	0
2019296.0833	0.0103	12.71625	0
2019296.1250	0.0099	12.48625	0
2019296.1667	0.0095	12.28375	0
2019296.2083	0.0093	12.1175	0
2019296.2500	0.009	11.955	0
2019296.2917	0.0088	11.75375	0
2019296.3333	0.0085	11.655	0
2019296.3750	0.0085	11.51375	0
2019296.4167	0.0084	11.3525	0
2019296.4583	0.0083	11.17375	0
2019296.5000	0.0081	11.065	0
2019296.5417	0.0079	10.97625	0
2019296.5833	0.0078	11.0875	0
2019296.6250	0.0078	11.24875	0
2019296.6667	0.0077	11.4725	0
2019296.7083	0.0078	11.7928571428571	0
2019296.7500	0.0074	12.0875	0
2019296.7917	0.0072	12.29875	0
2019296.8333	0.0071	12.4075	0
2019296.8750	0.0072	12.27875	0
2019296.9167	0.0072	11.96	0
2019296.9583	0.0072	11.545	0
2019297.0000	0.0072	11.145	0
2019297.0417	0.0072	10.79875	0
2019297.0833	0.0071	10.5125	0
2019297.1250	0.0071	10.29625	0
2019297.1667	0.0071	10.08875	0
2019297.2083	0.0071	9.915	0
2019297.2500	0.007	9.79125	0
2019297.2917	0.0069	9.67375	0
2019297.3333	0.007	9.51875	0
2019297.3750	0.0069	9.35875	0
2019297.4167	0.0069	9.22	0
2019297.4583	0.0069	9.08375	0
2019297.5000	0.0068	8.935	0
2019297.5417	0.0066	9.03	0
2019297.5833	0.0066	9.395	0
2019297.6250	0.0065	9.8575	0
2019297.6667	0.0066	10.43125	0
2019297.7083	0.0066	11.015	0
2019297.7500	0.0064	11.40875	0
2019297.7917	0.0062	11.705	0
2019297.8333	0.0062	11.88875	0
2019297.8750	0.0064	11.79875	0
2019297.9167	0.0065	11.62375	0
2019297.9583	0.0065	11.3725	0
2019298.0000	0.0065	11.1525	0
2019298.0417	0.0065	10.94375	0
2019298.0833	0.0065	10.715	0
2019298.1250	0.0065	10.505	0
2019298.1667	0.0064	10.31375	0
2019298.2083	0.0065	10.14375	0
2019298.2500	0.0065	10.02875	0
2019298.2917	0.0065	9.95625	0
2019298.3333	0.0065	9.90625	0
2019298.3750	0.0065	9.83375	0
2019298.4167	0.0065	9.7775	0
2019298.4583	0.0065	9.755	0
2019298.5000	0.0065	9.79875	0
2019298.5417	0.0065	10.0075	0
2019298.5833	0.0064	10.3825	0
2019298.6250	0.0063	10.76125	0
2019298.6667	0.0063	11.1325	0
2019298.7083	0.0063	11.61	0
2019298.7500	0.0063	11.935	0
2019298.7917	0.0063	11.99125	0
2019298.8333	0.0063	12.08375	0
2019298.8750	0.0063	12.095	0
2019298.9167	0.0063	12.01625	0
2019298.9583	0.0063	11.88875	0
2019299.0000	0.0064	11.82	0
2019299.0417	0.0064	11.78375	0
2019299.0833	0.0064	11.785	0
2019299.1250	0.0064	11.77625	0
2019299.1667	0.0064	11.75	0
2019299.2083	0.0064	11.715	0
2019299.2500	0.0064	11.71625	0
2019299.2917	0.0064	11.70875	0
2019299.3333	0.0064	11.71	0
2019299.3750	0.0064	11.725	0
2019299.4167	0.0065	11.725	0
2019299.4583	0.0065	11.7425	0
2019299.5000	0.0066	11.765	0
2019299.5417	0.0064	11.81625	0
2019299.5833	0.0064	12.02375	0
2019299.6250	0.0063	12.36125	0
2019299.6667	0.0063	12.515	0
2019299.7083	0.0063	12.915	0
2019299.7500	0.0062	13.17625	0
2019299.7917	0.0062	13.27875	0
2019299.8333	0.0062	13.3	0
2019299.8750	0.0062	13.31625	0
2019299.9167	0.0063	13.27625	0
2019299.9583	0.0063	13.23	0
2019300.0000	0.0061	13.25875	0
2019300.0417	0.0063	13.2975	0
2019300.0833	0.0068	13.3425	0
2019300.1250	0.0075	13.40625	0
2019300.1667	0.0082	13.49875	0
2019300.2083	0.0087	13.63125	0
2019300.2500	0.0113	13.7675	0
2019300.2917	0.0155	13.85375	0
2019300.3333	0.019	13.85875	0
2019300.3750	0.0215	13.91875	0
2019300.4167	0.0262	13.985	0
2019300.4583	0.0287	14.20875	0
2019300.5000	0.0492	14.3325	0
2019300.5417	0.0328	14.41125	0
2019300.5833	0.024	14.62875	0
2019300.6250	0.02	14.75625	0
2019300.6667	0.018	14.9725	0
2019300.7083	0.0161	15.2275	0
2019300.7500	0.0146	15.40875	0
2019300.7917	0.0135	15.45125	0
2019300.8333	0.0126	15.33875	0
2019300.8750	0.0121	15.1825	0
2019300.9167	0.0116	14.97375	0
2019300.9583	0.0112	14.77125	0
2019301.0000	0.0109	14.545	0
2019301.0417	0.0105	14.34625	0
2019301.0833	0.0102	14.18375	0
2019301.1250	0.0101	14.00875	0
2019301.1667	0.01	13.79125	0
2019301.2083	0.0097	13.65375	0
2019301.2500	0.0096	13.485	0
2019301.2917	0.0095	13.315	0
2019301.3333	0.0094	13.1525	0
